ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,LIGHT_CONDITION,NODE_ID,NO_OF_VEHICLES,NO_PERSONS_KILLED,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_NOT_INJ,NO_PERSONS,POLICE_ATTEND,ROAD_GEOMETRY,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,RMA,AGE_GROUP,INJ_LEVEL,ROAD_USER_TYPE_DESC
T20200003675,2/16/2020,16:00:00,1,Collision with vehicle,1,Sunday,130,REAR END(VEHICLES IN SAME LANE),1,628994,2,0,1,0,0,1,1,5,Not at intersection,2,60,Arterial Other,40-49,Serious injury,Bicyclists
T20200003678,2/16/2020,14:00:00,1,Collision with vehicle,0,Sunday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,663091,2,0,0,1,0,1,2,5,Not at intersection,3,50,Local Road,26-29,Other injury,Bicyclists
T20200003717,2/17/2020,6:00:00,1,Collision with vehicle,2,Monday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,2,653832,2,0,0,1,1,2,1,5,Not at intersection,3,999,Local Road,50-59,Other injury,Bicyclists
T20200003728,2/17/2020,10:24:00,1,Collision with vehicle,2,Monday,143,ENTERING PARKING,1,106176,2,0,0,1,1,2,1,5,Not at intersection,3,40,Local Road,40-49,Other injury,Bicyclists
T20200003747,2/17/2020,11:00:00,1,Collision with vehicle,1,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,52915,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Other,50-59,Other injury,Bicyclists
T20200003781,1/29/2020,8:30:00,1,Collision with vehicle,4,Wednesday,132,RIGHT REAR.,1,38003,2,0,0,1,1,2,2,2,T intersection,3,50,Arterial Other,30-39,Other injury,Bicyclists
T20200003783,2/17/2020,8:45:00,4,Collision with a fixed object,2,Monday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,636504,2,0,1,0,1,2,2,5,Not at intersection,2,50,Local Road,30-39,Serious injury,Bicyclists
T20200003798,2/17/2020,16:55:00,1,Collision with vehicle,2,Monday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,629330,2,0,1,0,1,2,1,2,T intersection,2,40,Local Road,40-49,Serious injury,Bicyclists
T20200003812,2/17/2020,8:10:00,1,Collision with vehicle,2,Monday,121,RIGHT THROUGH,1,37623,2,0,0,1,1,2,2,2,T intersection,3,60,Arterial Other,22-25,Other injury,Bicyclists
T20200003849,2/18/2020,9:10:00,1,Collision with vehicle,3,Tuesday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,42825,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other,22-25,Other injury,Bicyclists
T20200003852,2/18/2020,8:30:00,1,Collision with vehicle,3,Tuesday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,35497,2,0,1,0,1,2,1,1,Cross intersection,2,60,Arterial Highway,50-59,Serious injury,Bicyclists
T20200003855,2/18/2020,8:35:00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,72445,2,0,1,0,1,2,1,1,Cross intersection,2,50,Uknown,30-39,Serious injury,Bicyclists
T20200003858,2/17/2020,17:50:00,1,Collision with vehicle,2,Monday,137,LEFT TURN SIDESWIPE,2,44382,2,0,0,1,0,1,2,1,Cross intersection,3,999,Arterial Other,40-49,Other injury,Bicyclists
T20200003894,2/12/2020,6:50:00,1,Collision with vehicle,4,Wednesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,2,642202,2,0,1,0,1,2,2,5,Not at intersection,2,60,Arterial Other,30-39,Serious injury,Bicyclists
T20200003944,2/19/2020,8:20:00,1,Collision with vehicle,4,Wednesday,143,ENTERING PARKING,1,630312,2,0,0,1,1,2,2,5,Not at intersection,3,60,Arterial Highway,50-59,Other injury,Bicyclists
T20200003954,1/22/2020,16:00:00,6,Vehicle overturned (no collision),4,Wednesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,631559,2,0,0,1,1,2,1,5,Not at intersection,3,60,Arterial Other,30-39,Other injury,Bicyclists
T20200003969,2/19/2020,15:00:00,1,Collision with vehicle,4,Wednesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,663641,2,0,0,1,1,2,2,5,Not at intersection,3,60,Local Road,13-15,Other injury,Bicyclists
T20200003982,2/6/2020,8:33:00,1,Collision with vehicle,5,Thursday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,639995,2,0,0,1,1,2,2,5,Not at intersection,3,40,Local Road,22-25,Other injury,Bicyclists
T20200003991,2/18/2020,7:30:00,6,Vehicle overturned (no collision),3,Tuesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,630313,2,0,0,1,1,2,2,5,Not at intersection,3,60,Arterial Other,60-64,Other injury,Bicyclists
T20200004003,2/17/2020,8:40:00,1,Collision with vehicle,2,Monday,135,LANE CHANGE LEFT (NOT OVERTAKING),1,645052,2,0,1,0,1,2,2,5,Not at intersection,2,50,Arterial Other,30-39,Serious injury,Bicyclists
T20200004004,1/17/2020,13:00:00,1,Collision with vehicle,6,Friday,137,LEFT TURN SIDESWIPE,9,44427,2,0,0,1,0,1,2,1,Cross intersection,3,999,Arterial Other,50-59,Other injury,Bicyclists
T20200004040,2/20/2020,8:30:00,1,Collision with vehicle,4,Thursday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,630315,2,0,0,1,1,2,1,2,T intersection,3,40,Local Road,65-69,Other injury,Bicyclists
T20200004047,2/20/2020,7:50:00,8,No collision and no object struck,5,Thursday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,630000,1,0,0,1,0,1,2,5,Not at intersection,3,60,Arterial Other,30-39,Other injury,Bicyclists
T20200004050,1/25/2020,7:10:00,1,Collision with vehicle,6,Saturday,130,REAR END(VEHICLES IN SAME LANE),9,663728,2,0,0,1,0,1,2,5,Not at intersection,3,999,Arterial Other,60-64,Other injury,Bicyclists
T20200004083,2/20/2020,8:50:00,1,Collision with vehicle,4,Thursday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,729160,2,0,0,1,1,2,1,1,Cross intersection,3,40,Local Road,45424,Other injury,Bicyclists
T20200004088,2/18/2020,17:30:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,668075,2,0,1,0,1,2,9,5,Not at intersection,2,999,Arterial Highway,40-49,Serious injury,Bicyclists
T20200004112,2/20/2020,7:20:00,1,Collision with vehicle,4,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,36422,2,0,0,1,1,2,2,1,Cross intersection,3,60,Arterial Other,30-39,Other injury,Bicyclists
T20200004157,2/13/2020,16:45:00,1,Collision with vehicle,4,Thursday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,9,630620,2,0,0,1,1,2,2,2,T intersection,3,999,Local Road,40-49,Other injury,Bicyclists
T20200004163,2/18/2020,8:04:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,630319,2,0,1,0,0,1,1,5,Not at intersection,2,50,Local Road,40-49,Serious injury,Bicyclists
T20200004186,2/21/2020,7:13:00,1,Collision with vehicle,6,Friday,137,LEFT TURN SIDESWIPE,4,42196,2,0,0,1,1,2,1,1,Cross intersection,3,80,Arterial Highway,50-59,Other injury,Bicyclists
T20200004256,2/22/2020,10:50:00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH,1,49747,2,0,1,0,1,2,1,1,Cross intersection,2,60,Arterial Other,40-49,Serious injury,Bicyclists
T20200004262,2/21/2020,23:00:00,1,Collision with vehicle,6,Friday,140,U TURN,3,657372,2,0,0,2,0,2,2,5,Not at intersection,3,999,Arterial Other,30-39,Other injury,Bicyclists
T20200004275,2/22/2020,11:25:00,1,Collision with vehicle,7,Saturday,137,LEFT TURN SIDESWIPE,1,45631,2,0,0,1,1,2,1,2,T intersection,3,60,Local Road,26-29,Other injury,Bicyclists
T20200004322,2/13/2020,12:11:00,8,No collision and no object struck,5,Thursday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,65852,1,0,1,0,0,1,1,1,Cross intersection,2,40,Arterial Other,50-59,Serious injury,Bicyclists
T20200004330,2/23/2020,12:00:00,1,Collision with vehicle,0,Sunday,121,RIGHT THROUGH,1,46085,2,0,1,0,1,2,1,1,Cross intersection,2,60,Arterial Highway,40-49,Serious injury,Bicyclists
T20200004332,2/23/2020,11:10:00,1,Collision with vehicle,0,Sunday,111,RIGHT FAR (INTERSECTIONS ONLY),1,72430,2,0,0,1,1,2,1,2,T intersection,3,80,Arterial Other,30-39,Other injury,Bicyclists
T20200004334,2/23/2020,12:30:00,1,Collision with vehicle,1,Sunday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,38993,2,0,0,1,1,2,1,4,Multiple intersection,3,60,Arterial Other,40-49,Other injury,Bicyclists
T20200004335,2/22/2020,8:15:00,1,Collision with vehicle,6,Saturday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,668187,2,0,0,1,1,2,2,5,Not at intersection,3,60,Arterial Other,50-59,Other injury,Bicyclists
T20200004358,2/23/2020,12:50:00,8,No collision and no object struck,1,Sunday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,1,55438,2,0,0,1,1,2,2,1,Cross intersection,3,50,Local Road,65-69,Other injury,Bicyclists
T20200004373,2/23/2020,19:45:00,1,Collision with vehicle,1,Sunday,137,LEFT TURN SIDESWIPE,1,40064,2,0,0,1,1,2,1,2,T intersection,3,40,Local Road,18-21,Other injury,Bicyclists
T20200004392,2/21/2020,11:20:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,45552,2,0,0,1,1,2,2,1,Cross intersection,3,50,Local Road,22-25,Other injury,Bicyclists
T20200004401,2/24/2020,7:30:00,1,Collision with vehicle,2,Monday,143,ENTERING PARKING,1,631564,2,0,0,1,1,2,1,5,Not at intersection,3,40,Local Road,40-49,Other injury,Bicyclists
T20200004445,2/11/2020,17:30:00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),2,52912,2,0,0,1,0,1,2,1,Cross intersection,3,60,Local Road,40-49,Other injury,Bicyclists
T20200004452,2/24/2020,18:20:00,1,Collision with vehicle,1,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,41413,2,0,0,1,1,2,1,1,Cross intersection,3,60,Local Road,26-29,Other injury,Bicyclists
T20200004461,2/24/2020,18:49:00,1,Collision with vehicle,2,Monday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,663817,2,0,1,0,1,2,1,5,Not at intersection,2,999,Arterial Other,70+,Serious injury,Bicyclists
T20200004488,2/8/2020,18:00:00,1,Collision with vehicle,6,Saturday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,635731,3,0,1,0,1,2,2,2,T intersection,2,50,Local Road,18-21,Serious injury,Bicyclists
T20200004489,2/20/2020,19:15:00,1,Collision with vehicle,4,Thursday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,659846,2,0,0,1,1,2,2,2,T intersection,3,40,Arterial Other,30-39,Other injury,Bicyclists
T20200004490,2/25/2020,8:45:00,1,Collision with vehicle,3,Tuesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,662578,2,0,0,1,4,5,1,5,Not at intersection,3,40,Local Road,45424,Other injury,Bicyclists
T20200004494,2/17/2020,9:45:00,1,Collision with vehicle,1,Monday,143,ENTERING PARKING,1,783524,2,0,0,1,1,2,2,5,Not at intersection,3,30,Local Road,26-29,Other injury,Bicyclists
T20200004495,2/24/2020,8:20:00,1,Collision with vehicle,2,Monday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,635732,2,0,0,1,0,1,2,5,Not at intersection,3,40,Arterial Highway,60-64,Other injury,Bicyclists
T20200004496,2/24/2020,15:20:00,1,Collision with vehicle,2,Monday,121,RIGHT THROUGH,1,36066,2,0,0,1,1,2,2,1,Cross intersection,3,50,Arterial Highway,22-25,Other injury,Bicyclists
T20200004511,2/25/2020,9:11:00,1,Collision with vehicle,3,Tuesday,137,LEFT TURN SIDESWIPE,1,35709,2,0,0,1,2,3,1,2,T intersection,3,40,Arterial Other,22-25,Other injury,Bicyclists
T20200004517,2/24/2020,16:30:00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,651375,2,0,1,0,1,2,2,1,Cross intersection,2,50,Local Road,26-29,Serious injury,Bicyclists
T20200004526,2/18/2020,13:45:00,1,Collision with vehicle,3,Tuesday,143,ENTERING PARKING,1,636138,2,0,0,1,1,2,2,5,Not at intersection,3,60,Arterial Other,40-49,Other injury,Bicyclists
T20200004533,2/4/2020,10:30:00,1,Collision with vehicle,2,Tuesday,135,LANE CHANGE LEFT (NOT OVERTAKING),1,729167,2,0,0,1,1,2,1,5,Not at intersection,3,40,Local Road,30-39,Other injury,Bicyclists
T20200004534,2/25/2020,17:45:00,1,Collision with vehicle,3,Tuesday,116,LEFT NEAR (INTERSECTIONS ONLY),1,636510,2,0,0,1,1,2,1,2,T intersection,3,40,Local Road,16-17,Other injury,Bicyclists
T20200004543,2/25/2020,18:45:00,1,Collision with vehicle,3,Tuesday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,64382,2,0,0,1,1,2,1,2,T intersection,3,40,Local Road,26-29,Other injury,Bicyclists
T20200004545,2/25/2020,20:35:00,1,Collision with vehicle,2,Tuesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,3,631571,3,0,0,1,2,3,1,5,Not at intersection,3,40,Local Road,30-39,Other injury,Bicyclists
T20200004549,2/25/2020,20:55:00,1,Collision with vehicle,3,Tuesday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,3,635737,2,0,0,1,0,1,1,5,Not at intersection,3,50,Uknown,13-15,Other injury,Bicyclists
T20200004558,2/25/2020,17:09:00,1,Collision with vehicle,3,Tuesday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,45390,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other,50-59,Other injury,Bicyclists
T20200004583,2/25/2020,9:10:00,1,Collision with vehicle,3,Tuesday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,374,2,0,0,1,0,1,2,1,Cross intersection,3,999,Arterial Highway,65-69,Other injury,Bicyclists
T20200004597,2/25/2020,9:00:00,1,Collision with vehicle,2,Tuesday,116,LEFT NEAR (INTERSECTIONS ONLY),1,307994,2,0,0,1,0,1,2,2,T intersection,3,50,Arterial Other,40-49,Other injury,Bicyclists
T20200004622,2/25/2020,19:05:00,1,Collision with vehicle,2,Tuesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,635742,2,0,0,1,1,2,2,5,Not at intersection,3,60,Arterial Other,26-29,Other injury,Bicyclists
T20200004636,2/14/2020,10:53:00,1,Collision with vehicle,5,Friday,137,LEFT TURN SIDESWIPE,1,663105,2,0,0,1,1,2,1,5,Not at intersection,3,50,Arterial Other,16-17,Other injury,Bicyclists
T20200004642,2/26/2020,14:35:00,1,Collision with vehicle,4,Wednesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,635743,2,0,0,1,1,2,1,5,Not at intersection,3,40,Uknown,22-25,Other injury,Bicyclists
T20200004660,2/26/2020,6:30:00,1,Collision with vehicle,3,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,662121,2,0,1,0,1,2,2,1,Cross intersection,2,999,Arterial Other,40-49,Serious injury,Bicyclists
T20200004668,2/25/2020,5:45:00,1,Collision with vehicle,2,Tuesday,134,LANE CHANGE RIGHT (NOT OVERTAKING),6,728932,2,0,0,1,1,2,2,5,Not at intersection,3,80,Arterial Highway,30-39,Other injury,Bicyclists
T20200004706,2/25/2020,18:00:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,1,222946,2,0,1,0,0,1,2,2,T intersection,2,60,Arterial Other,26-29,Serious injury,Bicyclists
T20200004715,2/23/2020,11:45:00,1,Collision with vehicle,1,Sunday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,40594,2,0,0,1,1,2,2,2,T intersection,3,60,Arterial Other,30-39,Other injury,Bicyclists
T20200004725,2/27/2020,8:30:00,1,Collision with vehicle,4,Thursday,121,RIGHT THROUGH,1,45660,2,0,0,1,1,2,1,2,T intersection,3,40,Arterial Other,40-49,Other injury,Bicyclists
T20200004727,2/27/2020,10:00:00,1,Collision with vehicle,4,Thursday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,126658,2,0,0,1,1,2,2,5,Not at intersection,3,60,Arterial Other,50-59,Other injury,Bicyclists
T20200004731,2/27/2020,14:15:00,1,Collision with vehicle,4,Thursday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,635747,2,0,1,0,1,2,2,5,Not at intersection,2,999,Arterial Other,22-25,Serious injury,Bicyclists
T20200004766,2/27/2020,20:17:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,3,36924,2,0,1,0,1,2,1,1,Cross intersection,2,40,Local Road,30-39,Serious injury,Bicyclists
T20200004769,2/17/2020,8:30:00,1,Collision with vehicle,1,Monday,112,LEFT FAR (INTERSECTIONS ONLY),1,668313,2,0,0,1,1,2,2,2,T intersection,3,50,Local Road,13-15,Other injury,Bicyclists
T20200004778,2/28/2020,7:10:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH,2,35989,2,0,0,1,0,1,1,1,Cross intersection,3,60,Local Road,30-39,Other injury,Bicyclists
T20200004787,2/28/2020,8:35:00,1,Collision with vehicle,6,Friday,116,LEFT NEAR (INTERSECTIONS ONLY),1,44853,2,0,0,1,1,2,1,2,T intersection,3,50,Arterial Highway,26-29,Other injury,Bicyclists
T20200004829,2/26/2020,18:00:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH,1,51627,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Highway,40-49,Other injury,Bicyclists
T20200004857,2/28/2020,18:20:00,1,Collision with vehicle,5,Friday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,781377,2,0,0,1,2,3,2,5,Not at intersection,3,60,Local Road,26-29,Other injury,Bicyclists
T20200004887,2/28/2020,23:20:00,1,Collision with vehicle,5,Friday,121,RIGHT THROUGH,9,36720,2,0,0,1,1,2,2,2,T intersection,3,50,Local Road,40-49,Other injury,Bicyclists
T20200004924,2/29/2020,8:00:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,37812,2,0,1,0,1,2,1,1,Cross intersection,2,40,Arterial Other,50-59,Serious injury,Bicyclists
T20200004941,2/29/2020,17:26:00,1,Collision with vehicle,7,Saturday,169,OTHER ON PATH,1,664027,3,0,0,1,0,1,1,5,Not at intersection,3,50,Local Road,16-17,Other injury,Bicyclists
T20200004944,2/29/2020,18:30:00,1,Collision with vehicle,7,Saturday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,662753,2,0,0,1,1,2,2,5,Not at intersection,3,60,Local Road,30-39,Other injury,Bicyclists
T20200004951,2/29/2020,19:35:00,1,Collision with vehicle,7,Saturday,114,TWO RIGHT TURNING (INTERSECTIONS ONLY),1,43654,2,0,0,1,2,3,1,3,Y intersection,3,50,Local Road,65-69,Other injury,Bicyclists
T20200004958,2/29/2020,22:37:00,1,Collision with vehicle,6,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,36022,3,0,0,1,2,3,1,1,Cross intersection,3,60,Arterial Other,30-39,Not injured,Bicyclists
T20200004964,3/1/2020,0:03:00,1,Collision with vehicle,1,Sunday,130,REAR END(VEHICLES IN SAME LANE),3,664256,2,0,1,0,1,2,1,5,Not at intersection,2,60,Arterial Other,22-25,Serious injury,Bicyclists
T20200004987,12/28/2019,10:50:00,1,Collision with vehicle,7,Saturday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,655107,2,0,0,1,0,1,2,5,Not at intersection,3,40,Local Road,50-59,Other injury,Bicyclists
T20200004997,2/29/2020,9:00:00,1,Collision with vehicle,7,Saturday,116,LEFT NEAR (INTERSECTIONS ONLY),9,662584,2,0,0,1,1,2,2,2,T intersection,3,999,Local Road,30-39,Other injury,Bicyclists
T20200005025,1/29/2020,10:00:00,1,Collision with vehicle,4,Wednesday,116,LEFT NEAR (INTERSECTIONS ONLY),1,36997,2,0,0,1,1,2,2,2,T intersection,3,50,Uknown,26-29,Other injury,Bicyclists
T20200005031,3/2/2020,1:39:00,1,Collision with vehicle,1,Monday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,5,661858,2,0,0,1,0,1,1,5,Not at intersection,3,50,Local Road,40-49,Other injury,Bicyclists
T20200005056,2/6/2020,16:50:00,1,Collision with vehicle,4,Thursday,137,LEFT TURN SIDESWIPE,1,29529,2,0,0,1,1,2,2,1,Cross intersection,3,40,Arterial Highway,30-39,Other injury,Bicyclists
T20200005060,2/27/2020,8:29:00,1,Collision with vehicle,5,Thursday,137,LEFT TURN SIDESWIPE,1,636867,2,0,0,1,1,2,2,5,Not at intersection,3,60,Arterial Other,30-39,Other injury,Bicyclists
T20200005068,3/2/2020,12:30:00,6,Vehicle overturned (no collision),1,Monday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,636523,2,0,0,1,1,2,2,5,Not at intersection,3,60,Local Road,60-64,Other injury,Bicyclists
T20200005092,3/2/2020,16:20:00,1,Collision with vehicle,2,Monday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,650875,2,0,0,1,2,3,1,2,T intersection,3,50,Arterial Other,45424,Other injury,Bicyclists
T20200005098,2/29/2020,16:30:00,1,Collision with vehicle,6,Saturday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,64253,2,0,0,1,0,1,2,2,T intersection,3,50,Local Road,50-59,Other injury,Bicyclists
T20200005120,2/22/2020,10:20:00,1,Collision with vehicle,7,Saturday,111,RIGHT FAR (INTERSECTIONS ONLY),1,67838,2,0,0,1,1,2,2,1,Cross intersection,3,50,Local Road,60-64,Other injury,Bicyclists
T20200005134,3/1/2020,20:30:00,8,No collision and no object struck,1,Sunday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,3,637478,2,0,0,1,0,1,1,5,Not at intersection,3,40,Local Road,22-25,Other injury,Bicyclists
T20200005151,11/30/2019,12:30:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,639386,2,0,1,0,1,2,2,5,Not at intersection,2,80,Arterial Other,40-49,Serious injury,Bicyclists
T20200005169,3/3/2020,16:17:00,1,Collision with vehicle,2,Tuesday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,638280,2,0,1,0,1,2,1,5,Not at intersection,2,40,Local Road,50-59,Serious injury,Bicyclists
T20200005172,3/3/2020,16:10:00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,37041,2,0,1,0,1,2,1,1,Cross intersection,2,50,Local Road,40-49,Serious injury,Bicyclists
T20200005177,3/3/2020,16:44:00,1,Collision with vehicle,3,Tuesday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,37068,3,0,1,0,2,3,1,2,T intersection,2,60,Arterial Highway,40-49,Serious injury,Bicyclists
T20200005181,3/3/2020,17:44:00,1,Collision with vehicle,2,Tuesday,150,HEAD ON(OVERTAKING),1,264,2,0,0,1,1,2,2,3,Y intersection,3,999,Freeway,26-29,Not injured,Bicyclists
T20200005191,3/3/2020,17:35:00,8,No collision and no object struck,3,Tuesday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,1,661921,2,0,0,1,1,2,2,5,Not at intersection,3,60,Arterial Other,Unknown,Other injury,Bicyclists
T20200005218,3/4/2020,16:00:00,1,Collision with vehicle,4,Wednesday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,636160,2,0,0,1,0,1,2,5,Not at intersection,3,999,Local Road,26-29,Other injury,Bicyclists
T20200005332,3/4/2020,16:40:00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,293118,2,0,1,0,1,2,2,1,Cross intersection,2,50,Uknown,40-49,Serious injury,Bicyclists
T20200005341,3/2/2020,21:00:00,1,Collision with vehicle,2,Monday,123,RIGHT/LEFT. ONE VEH TURNING RIGHT THE OTHER LEFT.,3,639998,2,0,0,1,1,2,1,2,T intersection,3,50,Local Road,16-17,Other injury,Bicyclists
T20200005407,3/5/2020,22:10:00,1,Collision with vehicle,4,Thursday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,3,5892,2,0,0,1,0,1,1,2,T intersection,3,60,Local Road,22-25,Other injury,Bicyclists
T20200005423,3/6/2020,7:40:00,1,Collision with vehicle,6,Friday,143,ENTERING PARKING,1,729179,2,0,1,0,1,2,1,5,Not at intersection,2,60,Arterial Other,40-49,Serious injury,Bicyclists
T20200005429,3/4/2020,22:30:00,1,Collision with vehicle,3,Wednesday,116,LEFT NEAR (INTERSECTIONS ONLY),3,304268,2,0,0,1,1,2,2,2,T intersection,3,60,Freeway,30-39,Other injury,Bicyclists
T20200005441,3/6/2020,8:00:00,1,Collision with vehicle,6,Friday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,636181,2,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road,50-59,Other injury,Bicyclists
T20200005461,3/4/2020,17:45:00,1,Collision with vehicle,4,Wednesday,111,RIGHT FAR (INTERSECTIONS ONLY),1,52826,2,0,1,0,1,2,2,2,T intersection,2,60,Local Road,50-59,Serious injury,Bicyclists
T20200005490,3/6/2020,18:00:00,1,Collision with vehicle,6,Friday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,29401,2,0,0,1,1,2,2,1,Cross intersection,3,999,Arterial Other,26-29,Other injury,Bicyclists
T20200005523,3/6/2020,16:00:00,1,Collision with vehicle,6,Friday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,40685,2,0,0,1,1,2,1,2,T intersection,3,50,Arterial Other,45424,Other injury,Bicyclists
T20200005544,3/7/2020,8:45:00,1,Collision with vehicle,7,Saturday,124,RIGHT/RIGHT BOTH VEHs FROM OPPOSITE DIRECTIONS TURNING RIGHT,1,29420,2,0,0,2,1,3,1,4,Multiple intersection,3,40,Local Road,26-29,Other injury,Bicyclists
T20200005546,3/7/2020,9:55:00,1,Collision with vehicle,7,Saturday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,636188,2,0,0,1,1,2,1,5,Not at intersection,3,60,Uknown,30-39,Other injury,Bicyclists
